Course Prefix,Course Number,Statewide Course Title,H.S. Credit,H.S. Grad Code,GE Core Subject Area
PRN,0090,Nurse Aide and Orderly OCP A (120 hours),0.5,CT,
PRN,0091,Practical Nurse (1 of 4) OCP C (300 hours),1.5,CT,
PRN,0092,Practical Nurse (2 of 4) OCP C (300 hours),1.5,CT,
PRN,0094,Patient Care Technician (60 hours),0.5,CT,
PRN,0096,Practical Nurse (3 of 3) 450 hours,3,CT,
PRN,0098,Practical Nursing Foundations 1 (300 hours),2,CT,
PRN,0099,Practical Nursing Foundation 2 (300 hours),2,CT,
PRN,0120,"Maternity, Newborn and Pediatric Nursing- Theory",0.5,CT,
PRN,0290,Medical Surgical Nursing 1 (300 hours),2,CT,
PRN,0291,Medical Surgical Nursing 2 (300 hours),2,CT,
PRN,0379,Medical-Surgical Nursing w/Clinical (411 hours),1.5,CT,
PRN,0690,Comprehensive Nursing and Transitional Skills (150 hours),1,CT,
PRN,0000C,Nursing Process and Fundamental Skills,1,CT,
PRN,0000L,Nursing Process and Fundamental Skills,1,CT,
PRN,0001C,Basic Nursing Skills- Theory,3,CT,
PRN,0001L,Basic Nursing Skills- Theory,1.5,CT,
PRN,0004C,Introduction to Medical Surgical Nursing,3,CT,
PRN,00379L,Medical-Surgical Nursing w/Clinical (411 hours),1.5,CT,
PRN,0042C,Home Health and Rehabilitation Nursing,1,CT,
PRN,0063C,Practical Nursing I,2,CT,
PRN,0091C,Practical Nurse (1 of 4) OCP C (300 hours),1.5,CT,
PRN,0091L,Practical Nurse (1 of 4) OCP C (300 hours),0.5,CT,
PRN,0092C,Practical Nurse (2 of 4) OCP C (300 hours),3,CT,
PRN,0092L,Practical Nurse (2 of 4) OCP C (300 hours),1,CT,
PRN,0096C,Practical Nurse (3 of 3) 450 hours,3,CT,
PRN,0096L,Practical Nurse (3 of 3) 450 hours,1.5,CT,
PRN,0099C,Practical Nursing Foundation 2 (300 hours),2,CT,
PRN,0100C,Maternity & Newborn Nursing- Clinical,0.5,CT,
PRN,0120C,"Maternity, Newborn and Pediatric Nursing- Theory",1,CT,
PRN,0121C,"Maternal/Newborn, Pediatric, and Mental Health (290 hours)",1.5,CT,
PRN,0126C,Practical Nursing Process 3,1.5,CT,
PRN,0207C,Medical-Surgical Nursing,3,CT,
PRN,0290C,Medical Surgical Nursing 1 (300 hours),2,CT,
PRN,0291C,Medical Surgical Nursing 2 (300 hours),2,CT,
PRN,0380C,Medical Surgical Theory & Medical Surgical Clinical,3.5,CT,
PRN,0381C,Introduction to Medical/Surgical Nursing Including Pediatrics,2,CT,
PRN,0382C,Medical Surgical Nursing Including Pediatrics,2,CT,
PRN,0383C,Medical/Surgical Nursing III- Theory & Clinical,1,CT,
PRN,0384L,Medical Surgical IIB,1,CT,
PRN,0690C,Comprehensive Nursing and Transitional Skills (150 hours),1,CT,
PRN,098C,Practical Nursing Foundations 1 (300 hours),2,CT,
PTN,0023,General Pharmacology,0.5,CT,
PTN,0030,Retail Pharmacy Operations,1.5,CT,
PTN,0031,Hospital Pharmacy Operations,1.5,CT,
PTN,0084,Pharmacy Technician (1 of 3) 360 hours,2,CT,
PTN,0085,Pharmacy Technician (2 of 3) 300 hours,1,CT,
PTN,0086,Pharmacy Technician (3 of 3) 300 hours,2,CT,
PTN,0084C,Pharmacy Technician (1 of 3) 360 hours,2,CT,
PTN,0084L,Pharmacy Technician (1 of 3) 360 hours,0.5,CT,
PTN,0085C,Pharmacy Technician (2 of 3) 300 hours,2,CT,
PTN,0085L,Pharmacy Technician (2 of 3) 300 hours,1,CT,
PTN,0086L,Pharmacy Technician (3 of 3) 300 hours,1.5,CT,
PTN,X001C,Intro to Pharmacy,0.5,CT,
PTN,X017,Pharmacy Technician Math,0.5,CT,
PTN,X121,Pharmacological Agents I,0.5,CT,
PTN,X122,Pharmacological Agents II,0.5,CT,
PTN,X122C,Pharmacological Agents II,0.5,CT,
PTN,X131,Applied Pharmacy Operations I,0.5,CT,
PTN,X131C,Applied Pharmacy Operations I,1,CT,
PTN,X131L,Applied Pharmacy Operations I,0.5,CT,
PTN,X134L,Applied Pharmacy Operations II,0.5,CT,
PTN,X941,Internships/Practicums/Clinical Practice,0.5,CT,
PTN,X941C,Internships/Practicums/Clinical Practice,0.5,CT,
PTN,X941L,Internships/Practicums/Clinical Practice,0.5,CT,
PTN,X942C,Pharmacy Technician Practicum III,0.5,CT,
PTN,X942L,Pharmacy Technician Practicum III,0.5,CT,
RAT,X001,Introduction to Radiation Therapy,0.5,CT,
RAT,X023,Introduction to Oncological Medicine (L),0.5,CT,
RAT,X024,Radiation Oncology II,0.5,CT,
RAT,X061,Radiation Therapy Seminar,0.5,CT,
RAT,X123,Patient Care (L),0.5,CT,
RAT,X242,Oncological Medicine (L/U),0.5,CT,
RAT,X617,Advanced Radiation Physics I (L),0.5,CT,
RAT,X619L,Radiation Therapy Physics III (L),0.5,CT,
RAT,X620,Radiation Therapy Physics III (L),0.5,CT,
RAT,X620C,Radiation Therapy Physics III (L),0.5,CT,
RAT,X814,Clinical Education II (L),0.5,CT,
RAT,X814L,Clinical Education II (L),1,CT,
RAT,X824,Clinical Education III (L/U),0.5,CT,
RAT,X824L,Clinical Education III (L/U),1,CT,
RAT,X834,Clinical Education IV (L),0.5,CT,
RAT,X834L,Clinical Education IV (L),1,CT,
REE,0040,FREC I,0.5,CT,
RET,X007,Pharmacology for Respiratory Care,0.5,CT,
RET,X024,Introduction to Respiratory Care,0.5,CT,
RET,X024C,Introduction to Respiratory Care,0.5,CT,
RET,X024L,Introduction to Respiratory Care,0.5,CT,
RET,X025,Respiratory Therapy Laboratory IV,0.5,CT,
RET,X025C,Respiratory Therapy Laboratory IB,0.5,CT,
RET,X026,Introduction to Basic Respiratory Equipment,0.5,CT,
RET,X026C,Introduction to Basic Respiratory Equipment,0.5,CT,
RET,X027C,Instrumentation,0.5,CT,
RET,X234C,Critical Thinking in Respiratory Care,1,CT,
RET,X244,Emergency Care,0.5,CT,
RET,X244C,Emergency Care,0.5,CT,
RET,X264,Continuous Ventilation,0.5,CT,
RET,X264C,Continuous Ventilation,0.5,CT,
RET,X265C,Advanced Equipment II,0.5,CT,
RET,X274C,Clinical Care Techniques,1,CT,
RET,X275,Respiratory Therapy Theory II,0.5,CT,
RET,X275C,Respiratory Therapy Theory II,0.5,CT,
RET,X280,Critical Respiratory Care,0.5,CT,
RET,X280C,Critical Respiratory Care,0.5,CT,
RET,X283,Intensive Respiratory Care I,0.5,CT,
RET,X284C,Critical Care Techniques,0.5,CT,
RET,X291,Clinical Respiratory Medicine 1,0.5,CT,
RET,X293,Clinical Respiratory Medicine 3,0.5,CT,
RET,X295,Clinical Respiratory Medicine 4,0.5,CT,
RET,X295C,Clinical Respiratory Medicine 4,0.5,CT,
RET,X296,Clinical Respiratory Medicine 4,0.5,CT,
RET,X350,Respiratory Therapy Pharmacology,0.5,CT,
RET,X350C,Respiratory Therapy Pharmacology,0.5,CT,
RET,X414C,Principles of Pulmonary Function,0.5,CT,
RET,X418C,Adv Pulmonary Studies,0.5,CT,
RET,X442,Introduction to Physiological Monitoring,0.5,CT,
RET,X484,Prin of Cardiopulmonary Pathology,0.5,CT,
RET,X485,Pulmonary Anatomy and Physiology,0.5,CT,
RET,X485C,Pulmonary Anatomy and Physiology,0.5,CT,
RET,X533C,Pulmonary Medicine,1,CT,
RET,X534C,Principles of Respiratory Rehabilitation,1,CT,
RET,X601C,Respiratory Care Hospital Interactions,0.5,CT,
RET,X714,General Pediatric Respiratory Care,0.5,CT,
RET,X714C,General Pediatric Respiratory Care,0.5,CT,
RET,X830C,Special Topics/Seminars,0.5,CT,
RET,X834,Clinical Practice/ 201-300 Hrs,0.5,CT,
RET,X834L,Clinical Practice/ 201-300 Hrs,0.5,CT,
RET,X835,Clinical Practice/ 201-300 Hrs,1,CT,
RET,X835L,Clinical Practice/ 201-300 Hrs,0.5,CT,
RET,X874,Clinical Practice/ 801-1000 Hrs,0.5,CT,
RET,X875,Clinical Practice/ 801-1000 Hrs,0.5,CT,
RET,X875L,Clinical Practice/ 801-1000 Hrs,0.5,CT,
RET,X876,Clinical Practice/ 801-1000 Hrs,0.5,CT,
RET,X876C,Clinical Practice/ 801-1000 Hrs,0.5,CT,
RET,X876L,Clinical Practice/ 801-1000 Hrs,0.5,CT,
RET,X877,Clinical Practice,0.5,CT,
RET,X879L,Clinical Practice/ 801-1000 Hrs,0.5,CT,
RMI,0096,Insurance Sales Agent (General Lines) OCP A (200 hours),1,CT,
RTE,0004,Foundations of Radiologic Technology (96 hours),0.5,CT,
RTE,0410,Radiographic Imaging and Exposure 1 (96 hours),0.5,CT,
RTE,0450,Radiographic Imaging & Exposure II (90 hours),0.5,CT,
RTE,0506,Radiographic Procedures II (90 hours),0.5,CT,
RTE,0610,Radiation Physics (86 hours),0.5,CT,
RTE,0780,Radiographic Pathology & Directed Research (86 hours),0.5,CT,
RTE,0809,Clinical Education 1 (312 hours),2,CT,
RTE,0819,Clinical Education II (504 hours),3,CT,
RTE,0829,Clinical Education III (220 hours),1,CT,
RTE,0839,Advanced Clinical Education IV (340 hours),2,CT,
RTE,0849,Advanced Clinical Education V (360 hours),2,CT,
RTE,0939,Radiography Seminar (153 hours),1,CT,
RTE,X000,Orientation to Radiological Technology,0.5,CT,
RTE,X002,Introduction to Radiological Technology (L),0.5,CT,
RTE,X061,License/Certification Review (L),0.5,CT,
RTE,X111,Patient Care Procedures (L),0.5,CT,
RTE,X111C,Patient Care Procedures (L),0.5,CT,
RTE,X116,Advanced Patient Care (U),0.5,CT,
RTE,X130,Pharmacology in Radiography,0.5,CT,
RTE,X157,Medical Imaging of the Human Structure (L),0.5,CT,
RTE,X202,Administrative and Professional Concerns (L/U),0.5,CT,
RTE,X385,Radiation Biology,0.5,CT,
RTE,X385C,Radiation Biology,0.5,CT,
RTE,X418,Radiographic Technique I,0.5,CT,
RTE,X418C,Radiographic Technique I,0.5,CT,
RTE,X457,Radiographic Technique II,0.5,CT,
RTE,X457C,Radiographic Technique II,0.5,CT,
RTE,X458,Radiographic Exposure w/Quality Mgmt II (L),0.5,CT,
RTE,X473C,Quality Management (L/U),0.5,CT,
RTE,X503,Radiographic Positioning I (L),0.5,CT,
RTE,X503C,Radiographic Positioning I (L),0.5,CT,
RTE,X513,Radiogr. Positioning II (L),0.5,CT,
RTE,X513C,Radiogr. Positioning II (L),0.5,CT,
RTE,X523,Radiograph. Positioning III (L),0.5,CT,
RTE,X523C,Radiograph. Positioning III (L),0.5,CT,
RTE,X542,Advanced Radiographic Positioning (L),0.5,CT,
RTE,X563,Special Radiographic Procedures (L/U),0.5,CT,
RTE,X571,Computed Tomography (L),0.5,CT,
RTE,X571L,Computed Tomography (L),0.5,CT,
RTE,X573,Computerized Imaging,0.5,CT,
RTE,X573C,Computerized Imaging,0.5,CT,
RTE,X581,CT Physics and Instrumentation,0.5,CT,
RTE,X601,Radiographic Imaging I,0.5,CT,
RTE,X609C,Principles of Radiography IV,0.5,CT,
RTE,X613,Radiologic Physics (L),0.5,CT,
RTE,X623,Radiographic Physics II (L),0.5,CT,
RTE,X762,Cross Sectional Anatomy I (L),0.5,CT,
RTE,X763,Introduction to Sectional Anatomy and Computed Tomography,0.5,CT,
RTE,X782C,Medical and Surgical Diseases (L/U),0.5,CT,
RTE,X804,Clinical Education I (L/U),0.5,CT,
RTE,X804L,Clinical Education I (L/U),0.5,CT,
RTE,X805,Computed Tomography (CT) Clinical Education 1,0.5,CT,
RTE,X814L,Clinical Education II (L/U),0.5,CT,
RTE,X824,Clinical Education III (L/U),0.5,CT,
RTE,X824C,Clinical Education III (L/U),0.5,CT,
RTE,X824L,Clinical Education III (L/U),0.5,CT,
RTE,X834,Clinical Education IV (L/U),0.5,CT,
RTE,X834L,Clinical Education IV (L/U),0.5,CT,
RTE,X844,Clinical Education V (L/U),0.5,CT,
RTE,X844L,Clinical Education V (L/U),0.5,CT,
RTE,X854L,Clinical Education VI,0.5,CT,
RTT,0514,Studio Assistant OCP A (450 hours),3,CT,
RTT,0516,Studio Technician OCP B (450 hours),3,CT,
RTT,0518,Studio Technician/Edit Assistant OCP C (450 hours),3,CT,
RTT,0520,Television Production/Edit Technician OCP D (300 hours),2,CT,
RTT,0522,Broadcast Announcer OCP A (150 hours),1,CT,
RTT,0523,Audio Equipment Technician OCP B (300 hours),2,CT,
RTT,0524,Sound Engineering Technician OCP C (300 hours),2,CT,
RTT,0525,Broadcast Technician OCP F (300 hours),2,CT,
RTT,0527,Audio Broadcast Technician (300 hours),2,CT,
RTT,0530,Digital Video Fundamentals OCP A (150 hours),1,CT,
RTT,0531,Audio and Video Equipment Technician OCP B (150 hours),1,CT,
RTT,0532,Camera Operator OCP C (300 hours),2,CT,
RTT,0533,Video Editor OCP D (300 hours),2,CT,
RTT,0534,Multi-media Artist & Animator OCP E (300 hours),2,CT,
RTV,0015,Digital Videography 450 hours,2.5,CT,
RTV,0016,Digital Audio-Video Technology (300 hours),2,CT,
RTV,0017,Digital Video Direction and Production (150 hours),1,CT,
SER,0080,Power Equipment Service Technician 1 (300 hours),2,CT,
SER,0081,Power Equipment Service Technician 2 (300 hours),2,CT,
SER,0082,Power Equipment Service Technician 3 (300 hours),2,CT,
SLS,X261,General Leadership,0.5,CT,
SON,X000C,Introduction to Sonography I (L),0.5,CT,
SON,X001,Introduction to Sonography II w/Lab (L),0.5,CT,
SON,X001C,Introduction to Sonography II w/Lab (L),0.5,CT,
SON,X004C,Sonographic Hospital Procedures,0.5,CT,
SON,X006,Professional Aspects of Sonography (L),0.5,CT,
SON,X052,"Human Anatomy, Physiology and Pathology",0.5,CT,
SON,X100C,Principles and Protocols of Imaging (L),0.5,CT,
SON,X111,Abdominal Sonography I (L),0.5,CT,
SON,X112,Abdominal Sonography II (L),0.5,CT,
SON,X112C,Abdominal Sonography II (L),0.5,CT,
SON,X121,Obstetrics/Gynecology Sonography I (L),0.5,CT,
SON,X121C,Obstetrics/Gynecology Sonography I (L),0.5,CT,
SON,X122,Obstetrics/Gynecology Sonography II,0.5,CT,
SON,X122C,Obstetrics/Gynecology Sonography II,0.5,CT,
SON,X150,Neurosonology and Superficial Structures,0.5,CT,
SON,X171,Vascular Sonography (L),0.5,CT,
SON,X175,Vascular Sonography (L),0.5,CT,
SON,X175C,Vascular Sonography (L),0.5,CT,
SON,X176,Vascular Sonography III,0.5,CT,
SON,X176C,Vascular Sonography III,0.5,CT,
SON,X210,Introduction to Sonographic Physics and Instrumentation (L),0.5,CT,
SON,X211,Medical Sonographic Physics I (L),0.5,CT,
SON,X211C,Medical Sonographic Physics I (L),0.5,CT,
SON,X212,Medical Sonographic Physics II,0.5,CT,
SON,X400,Introduction to Echocardiography,0.5,CT,
SON,X400C,Introduction to Echocardiography,0.5,CT,
SON,X401,Echocardiography II,0.5,CT,
SON,X401C,Echocardiography II,0.5,CT,
SON,X614,Acoustical Physics & Instrumentation I (L),0.5,CT,
SON,X618,Acoustical Physics and Instrumentation II,0.5,CT,
SON,X804,Clinical Education I (L),0.5,CT,
SON,X804L,Clinical Education I (L),0.5,CT,
SON,X808,Clinical Education 1,1,CT,
SON,X814,Clinical Education II (L),0.5,CT,
SON,X814L,Clinical Education II (L),0.5,CT,
SON,X818,Clinical Education 2,1,CT,
SON,X824,Clinical Education III (L),0.5,CT,
SON,X824L,Clinical Education III (L),0.5,CT,
SON,X828,Sonographic Clinical Practicum III,1,CT,
SON,X834,Clinical Education IV (L),0.5,CT,
SON,X834L,Clinical Education IV (L),0.5,CT,
SON,X844,Clinical Education V (L),0.5,CT,
SON,X854,Clinical Education VI,0.5,CT,
STS,0003,Introduction to Surgical Technology (PSAV),0.5,CT,
STS,0010,Surgical Technologist (1 of 3) OCP C (343 hours),2,CT,
STS,0011,Surgical Technologist (2 of 3) OCP C (343 hours),2,CT,
STS,0012,Surgical Technologist (3 of 3) OCP C (344 hours),2,CT,
STS,0013,Central Sterile Processing Technician (410 hours),2.5,CT,
STS,0014,Central Service Materials Management (400 hours),2.5,CT,
STS,0015,Central Supply Technician OCP B (210 hours),1,CT,
STS,0019,Central Sterile Service Materials Management,1,CT,
STS,0120,Surgical Specialties I,0.5,CT,
STS,0155,Operating Room Technique,0.5,CT,
STS,0256,Surgical Procedures Clinical II,1,CT,
STS,0810,"Surgical Technology, Part I",3.5,CT,
STS,0820,"Surgical Technology, Part II",1.5,CT,
STS,0003L,Introduction to Surgical Technology (PSAV),0.5,CT,
STS,0010L,Surgical Technologist (1 of 3) OCP C (343 hours),1,CT,
STS,0011C,Surgical Technologist (2 of 3) OCP C (343 hours),3,CT,
STS,0011L,Surgical Technologist (2 of 3) OCP C (343 hours),2,CT,
STS,0012L,Surgical Technologist (3 of 3) OCP C (344 hours),2,CT,
STS,0015C,Central Supply Technician OCP B (210 hours),1,CT,
STS,0015L,Central Supply Technician OCP B (210 hours),0.5,CT,
STS,0155C,Operating Room Technique,1,CT,
STS,0155L,Operating Room Technique,0.5,CT,
STS,0255L,Surgical Procedures Clinical I,1,CT,
STS,0256L,Surgical Procedures Clinical II,2,CT,
STS,0257L,Surgical Procedures Clinical III,1.5,CT,
STS,X302,Introduction to Surgical Technology (L),0.5,CT,
STS,X307,Operating Room Technique I- Instrumentation,0.5,CT,
STS,X308,Perioperative Patient Care Concepts,0.5,CT,
STS,X310,Surgical Techniques and Procedures for the Surgical Assistant (L),0.5,CT,
STS,X323,Surgical Procedures I,0.5,CT,
STS,X324,Surgical Procedures II,0.5,CT,
STS,X340C,Pharmacology and Anesthesia (L),0.5,CT,
STS,X925C,Endoscopy Basics,0.5,CT,
STS,X944C,Internships/Practicums/Clinical Practice,0.5,CT,
STS,X945C,Internships/Practicums/Clinical Practice,0.5,CT,
SUR,X101,Basic Surveying with Math Prereq,0.5,CT,
SUR,X101C,Basic Surveying with Math Prereq,0.5,CT,
TAR,X122C,Arch Drafting (Cont.),0.5,CT,
TAR,X122L,Arch Drafting (Cont.),0.5,CT,
TAR,X941,Internships/Practicums/Clinical Practice,0.5,CT,
TDR,0070,Blueprint Reader OCP A (150 hours),1,CT,
TDR,0301,CAD & Modeling 1,3,CT,
TDR,0302,CAD & Modeling 2,3,CT,
TDR,0303,Bldg Info Modeling CAD Technic,2,CT,
TDR,0305,Mechanical CAD Technician,2,CT,
TDR,0306,Civil/GIS CAD Technician,2,CT,
TDR,0370,Drafting Assistant OCP B (450 hours),3,CT,
TDR,0570,Architectural Drafter 150 hours,1,CT,
TDR,0775,Drafting Detailer (1 of 2) 150 hours,1,CT,
TDR,0776,Drafting Detailer (2 of 2) 150 hours,1,CT,
TDR,0777,Mechanical Drafting 150 hours,1,CT,
TDR,0874,Civil Drafting,1,CT,
TDR,0875,Structural Drafting 150 hours,1,CT,
TPA,0390,Stage Production Assistant,1,CT,
TPA,0391,Stage Production Technician,1,CT,
TRA,0049,Crane Operator OCP D (300 hours),2,CT,
TRA,0070,Heavy Equipment Maintenance Technician OCP A (150 hours),1,CT,
TRA,0080,Tractor Trailer Truck Driver OCP A (320 hours),2,CT,
TRA,0084,Truck Driver Heavy Florida Class “B” OCP A (150 hours),1,CT,
TRA,0086,Tractor Operator OCP B (150 hours),1,CT,
TRA,0087,Offroad Equipment Operator (1 of 2) OCP C (300 hours),2,CT,
TRA,0088,Offroad Equipment Operator (2 of 2) OCP C (300 hours),2,CT,
TRA,0180,Packer OCP A (150 hours),1,CT,
TRA,0180,Packer OCP A (150 hours),1,CT,
TRA,0181,Material Handler OCP B (150 hours),1,CT,
TRA,0182,"Shipping, Receiving and Traffic Clerk OCP C (150 hours)",1,CT,
TRA,0183,Logistics Technician OCP D (150 hours),1,CT,
TRA,0650,Natural Gas Distribution 1,1,CT,
TRA,0651,Natural Gas Distribution 2,1,CT,
TRA,0652,Natural Gas Distribution 3,1,CT,
TRA,0080C,Tractor Trailer Truck Driver OCP A (320 hours),2,CT,
TRA,X010,Principles of Transportation,0.5,CT,
TRA,X131,Purchasing for Logistics Managers,0.5,CT,
TRA,X154,Supply Chain Management,0.5,CT,
TRA,X230,Warehouse Management,0.5,CT,
Prefix Abbreviation,Prefix Title,,,,
ACR,HVACR: Heating/Ventilation/AC/Refrigeration: Tech/Trades,,,,
AER,Automotive Mechanics,,,,
AFR,Aerospace Studies,,,,
AMH,American History,,,,
AML,American Literature,,,,
AMT,Aviation Maintenance Technology,,,,
APA,Applied Accounting,,,,
ARA,Arabic Language,,,,
ARC,Architecture,,,,
ARH,Art History,,,,
ARR,Autobody Repair and Refinishing,,,,
ART,Art,,,,
ASC,Aviation Science: General,,,,
ASL,American Sign Language,,,,
AST,Astronomy,,,,
ATE,Animal Science Technology,,,,
ATF,Aviation Technology: Flight,,,,
ATT,Aviation Technology: Theory,,,,
AVM,Aviation Management,,,,
AVS,Avionics,,,,
BCN,Building Construction,,,,
BCT,Building Construction Trades,,,,
BCV,Building Construction: Vocational,,,,
BME,Biomedical Engineering,,,,
BOT,Botany,,,,
BSC,Biological Sciences,,,,
BUL,Business Law,,,,
CAP,Computer Applications,,,,
CCJ,Criminology and Criminal Justice,,,,
CET,Computer Engineering Technology,,,,
CGS,Computer General Studies,,,,
CHD,Home Economics: Child Development,,,,
CHI,Chinese,,,,
CHM,Chemistry,,,,
CIS,Computer Science and Information Systems,,,,
CJC,Corrections,,,,
CJD,Criminal Justice Development,,,,
CJE,Law Enforcement,,,,
CJK,Criminal Justice Basic Training (A.A.S. or Vocational),,,,
CJL,Law & Process,,,,
CNT,Computer Networks,,,,
COP,Computer Programming,,,,
COT,Computing Theory,,,,
CTS,Computer Technology and Skills,,,,
CVT,Cardiovascular Technology,,,,
DAA,"Dance, Emphasis on Activity",,,,
DAN,Dance,,,,
DEA,Dental Assisting,,,,
DEH,Dental Hygiene,,,,
DES,Dental Support,,,,
DIG,Digital Media,,,,
DIM,"Diesel, Hybrid and Alternative Fuel Technology",,,,
DSC,Domestic Security,,,,
EEC,Education: Early Childhood,,,,
EER,Electrical/Electronics Repair,,,,
EET,Electrical Engineering Technology,,,,
EGN,Engineering: General,,,,
EGS,Engineering: Support,,,,
EMS,Emergency Medical Services,,,,
ENC,English Composition,,,,
ENG,English- General,,,,
ENL,English Literature,,,,
ENY,Entomology,,,,
ESC,Earth Science,,,,
ETD,Engineering Technology: Drafting,,,,
ETG,Engineering Technology: General,,,,
ETI,Engineering Technology: Industrial,,,,
ETM,Engineering Technology: Mechanical,,,,
ETS,Engineering Technology: Specialty,,,,
EVR,Environmental Studies,,,,
EVS,Environmental Science,,,,
FFP,Fire Fighting & Protection,,,,
FIL,Film,,,,
FRE,French Language,,,,
GEB,General Business,,,,
GER,German,,,,
GIS,Geography: Information Science,,,,
GLY,Geology,,,,
GRA,Graphic Arts,,,,
HBR,Modern Hebrew Language,,,,
HCP,Health-Care Providers (Assistants),,,,
HEV,Home Economics- Vocational,,,,
HIM,Health Information Management,,,,
HLP,Health/Leisure/Physical Education,,,,
HSA,Health Services Administration,,,,
HSC,Health Sciences,,,,
HUN,Human Nutrition,,,,
ISC,Interdisciplinary Sciences,,,,
ISM,Information Systems Management,,,,
ITA,Italian Language,,,,
JPN,Japanese,,,,
LAT,Latin (Language Study),,,,
LIN,Linguistics,,,,
LIT,Literature,,,,
MAA,Mathematics- Analysis,,,,
MAC,Mathematics- Calculus and Precalculus,,,,
MAD,Mathematics- Discrete,,,,
MAN,Management,,,,
MAP,Mathematics Applied,,,,
MAS,Mathematics- Algebraic Structures,,,,
MAT,Mathematics,,,,
MCB,Microbiology,,,,
MEA,Medical Assisting Technology,,,,
MET,Meteorology,,,,
MGF,Mathematics- General and Finite,,,,
MHF,Mathematics- History and Foundations,,,,
MKA,Marketing Applications,,,,
MLT,Medical Laboratory Technology,,,,
MNA,Management: Applied,,,,
MTB,Mathematics- Technical and Business,,,,
MTE,Marine Technology and Nautical Science,,,,
MTG,Mathematics- Topology and Geometry,,,,
MUE,Music Education,,,,
MUH,Music History/Musicology,,,,
MUL,Music Literature,,,,
MUM,Music: Commercial/Management/Administration,,,,
MUN,Music Ensembles,,,,
MUS,Music,,,,
MUT,Music: Theory,,,,
NMT,Nuclear Medicine Technology,,,,
NSP,Nursing: Special,,,,
NUR,"Nursing, Generic Undergraduate",,,,
OCB,Biological Oceanography,,,,
OCE,General Oceanography,,,,
OCP,Physical Oceanography,,,,
OPT,Ophthalmic Technology/Vision Care,,,,
ORH,Ornamental Horticulture,,,,
OST,Office Systems Technology,,,,
OTA,Office Technology Applications,,,,
OTH,Occupational Theory,,,,
PCB,Process Biology (Cell/Molecular/Ecology/Genetics/ Physiology),,,,
PET,Physical Education Theory,,,,
PGY,Photography,,,,
PHT,Physical Therapy,,,,
PHY,Physics,,,,
PLA,Paralegal/Legal Assistant/Legal Administration,,,,
PMT,Precision Metals Technology,,,,
POR,Portuguese Language,,,,
POS,Political Science,,,,
PRN,Practical Nursing,,,,
PSB,Psychobiology,,,,
PSC,Physical Sciences,,,,
PTN,Pharmacy Technician,,,,
QMB,Quantitative Methods in Business,,,,
RAT,Radiation Therapy,,,,
REE,Real Estate,,,,
RET,Respiratory Care,,,,
RTE,Radiologic Technology,,,,
RTV,Radio-Television,,,,
RTV,Radio-Television,,,,
RUS,Russian Language,,,,
SLS,Student Life Skills (Learning),,,,
SON,Sonography,,,,
SPC,Speech Communication,,,,
SPN,Spanish Language,,,,
STA,Statistics,,,,
STS,Surgical Technology Studies,,,,
SUR,Surveying and Related Areas,,,,
SWA,Swahili Language,,,,
TAR,Technical Architecture,,,,
TDR,Technical Drafting (PSAV Level),,,,
THE,Theatre Studies and General Resources,,,,
TPA,Theatre Production and Administration,,,,
TPP,Theatre Performance and Performance Training,,,,
TRA,Transportation and Logistics,,,,
WOH,World History,,,,
ZOO,Zoology,,,,
